tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569660111976689664,negative,1.0,Customer Service Issue,0.6752,Delta,,arthurhasher,,0,@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,,2015-02-22 16:48:49 -0800,Long Island - Arizona ,
569659637575917568,negative,0.6491,Customer Service Issue,0.6491,Delta,,aaronkinnari,,0,"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break",,2015-02-22 16:46:56 -0800,Gotham,Quito
569659473804947456,positive,0.6407,,,Delta,,jennielin,,0,"@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!",,2015-02-22 16:46:16 -0800,"San Francisco, CA",Pacific Time (US & Canada)
569658903044218880,negative,1.0,Late Flight,0.6739,Delta,,aaronkinnari,,0,@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.,,2015-02-22 16:44:00 -0800,Gotham,Quito
569658058546286592,neutral,0.6807,,,Delta,,zakkohane,,0,@JetBlue Ricoh Smith at BOS provided oust and service,,2015-02-22 16:40:39 -0800,,Quito
569657725304610816,negative,1.0,Late Flight,1.0,Delta,,aaronkinnari,,0,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,,2015-02-22 16:39:20 -0800,Gotham,Quito
569655420962238465,negative,1.0,Lost Luggage,0.6517,Delta,,scoremoresales,,0,@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,,2015-02-22 16:30:10 -0800,"Boston, MA",Eastern Time (US & Canada)
569655262765719553,negative,1.0,Flight Booking Problems,1.0,Delta,,jennielin,,0,@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?,,2015-02-22 16:29:32 -0800,"San Francisco, CA",Pacific Time (US & Canada)
569652510794887168,negative,1.0,Late Flight,0.6332,Delta,,jessbutl,,0,@JetBlue thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned.,,2015-02-22 16:18:36 -0800,"Brooklyn, NY",
569650936911683586,negative,0.6633,Late Flight,0.6633,Delta,,jessbutl,,0,@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,,2015-02-22 16:12:21 -0800,"Brooklyn, NY",
569650612545187840,neutral,1.0,,,Delta,,DaniellaS_Melo,,0,@JetBlue hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys,,2015-02-22 16:11:04 -0800,NYC ❄️ / COL ,Eastern Time (US & Canada)
569650423318982657,positive,0.6571,,,Delta,,FinleyBklynCFS,,0,“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏,,2015-02-22 16:10:19 -0800,,Central Time (US & Canada)
569648753357037569,neutral,0.6536,,0.0,Delta,,cwolicki,,0,@JetBlue no m'good. Just get me home,,2015-02-22 16:03:41 -0800,Boston,Eastern Time (US & Canada)
569648229295329280,positive,1.0,,,Delta,,Scott66Ash,,0,@JetBlue thanks for the response. We are hopeful.,,2015-02-22 16:01:36 -0800,,Atlantic Time (Canada)
569647396940075008,negative,0.6709999999999999,Late Flight,0.6709999999999999,Delta,,jessbutl,,0,@JetBlue Update please on why flight 2601 continues to be further delayed,,2015-02-22 15:58:17 -0800,"Brooklyn, NY",
569647169084526593,neutral,1.0,,,Delta,,cwolicki,,0,"@JetBlue ok, tx. Will tell the guy sitting next to me at the gate",,2015-02-22 15:57:23 -0800,Boston,Eastern Time (US & Canada)
569646982282612736,negative,1.0,Customer Service Issue,0.6967,Delta,,gpsomo,,0,@JetBlue thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks,,2015-02-22 15:56:38 -0800,New York,
569646269221773312,negative,0.6947,Late Flight,0.6947,Delta,,DJCASTANEDA,,0,@JetBlue all day,,2015-02-22 15:53:48 -0800,REVERE MA,Quito
569646184005894144,negative,1.0,Late Flight,1.0,Delta,,Scott66Ash,,0,@JetBlue how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.,,2015-02-22 15:53:28 -0800,,Atlantic Time (Canada)
569646004254998528,negative,1.0,Late Flight,1.0,Delta,,cwolicki,,0,@JetBlue why is flight 1106 delayed out to NY? Same problem?,,2015-02-22 15:52:45 -0800,Boston,Eastern Time (US & Canada)
569645522363011072,neutral,1.0,,,Delta,,GinaMarie_F,,0,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,"[40.61883222, -74.015404]",2015-02-22 15:50:50 -0800,Brooklyn =),Eastern Time (US & Canada)
569645505950695424,negative,0.6102,Late Flight,0.6102,Delta,,cwolicki,,0,@JetBlue thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back,,2015-02-22 15:50:46 -0800,Boston,Eastern Time (US & Canada)
569644675352662016,negative,0.7013,Lost Luggage,0.7013,Delta,,WyattTweets,,0,@JetBlue yes. They are working on it. Hoping bag is on the next flight and will deliver home...,,2015-02-22 15:47:28 -0800,New York,Eastern Time (US & Canada)
569644634386911232,negative,1.0,Can't Tell,0.7065,Delta,,GinaMarie_F,,0,@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,"[40.61884429, -74.0153922]",2015-02-22 15:47:18 -0800,Brooklyn =),Eastern Time (US & Canada)
569643287918845952,negative,0.6838,Customer Service Issue,0.6838,Delta,,GinaMarie_F,,0,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,"[40.61878764, -74.01544319]",2015-02-22 15:41:57 -0800,Brooklyn =),Eastern Time (US & Canada)
569642730932064256,positive,1.0,,,Delta,,raybomurphy,,0,@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,,2015-02-22 15:39:45 -0800,,
569642569203904512,negative,0.6593,Can't Tell,0.3407,Delta,,GinaMarie_F,,0,"@JetBlue yes, please get me the seats we paid for.","[40.61886457, -74.01535789]",2015-02-22 15:39:06 -0800,Brooklyn =),Eastern Time (US & Canada)
569640193931612160,negative,0.6634,Late Flight,0.6634,Delta,,arthurhasher,,0,@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,,2015-02-22 15:29:40 -0800,Long Island - Arizona ,
569638848214507520,positive,1.0,,,Delta,,oggito17,,0,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.,,2015-02-22 15:24:19 -0800,Merrimack NH,
569638521817968641,neutral,1.0,,,Delta,,sicula,,0,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,"[40.79874419, -73.82756667]",2015-02-22 15:23:01 -0800,"Stratford, CT",Eastern Time (US & Canada)
569636980612427776,negative,1.0,Customer Service Issue,1.0,Delta,,Crimson_Zombie,,0,"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.","[40.6466862, -73.7769539]",2015-02-22 15:16:54 -0800,Chicago,
569634891857600514,neutral,1.0,,,Delta,,thatjonparsons,,0,@jetblue the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,,2015-02-22 15:08:36 -0800,massachusetts yall~~~~~~~簡単に行く,Atlantic Time (Canada)
569634729324122112,negative,0.6599,Customer Service Issue,0.3515,Delta,,SibleyStepsOut,,0,"FYI, @JetBlue: The last email response - ""we undrstnd this wasnt best 4 you"" -but hope 2 wlcm u back onbrd N the future...   nice touch. lol",,2015-02-22 15:07:57 -0800,Washington DC Metro,Eastern Time (US & Canada)
569634575653183488,neutral,1.0,,,Delta,,rambinasaurus,,0,@JetBlue I think I have it selected already ☺️,,2015-02-22 15:07:20 -0800,,Atlantic Time (Canada)
569633643821441024,negative,1.0,Cancelled Flight,0.6807,Delta,,AIMPortW,,0,"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",,2015-02-22 15:03:38 -0800,,
569633562879619073,positive,0.6711,,,Delta,,Tom_Constantin,,0,@JetBlue thanks for answering my questions!,,2015-02-22 15:03:19 -0800,3Ø4 ,Quito
569633484333051904,neutral,0.3398,,0.0,Delta,,AIMPortW,,0,@JetBlue that wasn't delayed or cabcelled,,2015-02-22 15:03:00 -0800,,
569633393673150464,negative,1.0,Can't Tell,1.0,Delta,,AIMPortW,,0,@JetBlue I have to say that JetBlue has officially lost a customer. What a waste of all the points I have too! I am yet to be in a flight..,,2015-02-22 15:02:38 -0800,,
569633257689518081,negative,1.0,Bad Flight,0.3579,Delta,,arthurhasher,,0,@Jetblue  I will keep on tweeting until your CEO answers and personally apologizes to my wife and the passengers of flight 136. Just Wrong!!,,2015-02-22 15:02:06 -0800,Long Island - Arizona ,
569633166031511552,negative,1.0,Can't Tell,1.0,Delta,,ThatJasonEaton,,0,@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue,,2015-02-22 15:01:44 -0800,,
569633036251340800,neutral,1.0,,,Delta,,rambinasaurus,,0,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",,2015-02-22 15:01:13 -0800,,Atlantic Time (Canada)
569632594221867008,neutral,1.0,,,Delta,,amberfav,,0,@JetBlue finally! Finally!,,2015-02-22 14:59:28 -0800,,Central Time (US & Canada)
569632519387099137,negative,0.6421,Bad Flight,0.3265,Delta,,arthurhasher,,0,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",,2015-02-22 14:59:10 -0800,Long Island - Arizona ,
569630310779854848,negative,1.0,Late Flight,1.0,Delta,,Tom_Constantin,,0,@JetBlue anything serious I should worry about?,,2015-02-22 14:50:23 -0800,3Ø4 ,Quito
569630240512876546,positive,0.3715,,0.0,Delta,,rambinasaurus,,0,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,,2015-02-22 14:50:07 -0800,,Atlantic Time (Canada)
569630160233873411,neutral,1.0,,,Delta,,tomdalynh,,0,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,,2015-02-22 14:49:48 -0800,Greater Boston Area,Eastern Time (US & Canada)
569629537400696832,negative,1.0,Customer Service Issue,0.3495,Delta,,ThatJasonEaton,,0,@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx,,2015-02-22 14:47:19 -0800,,
569628922431873025,negative,1.0,Flight Attendant Complaints,0.6922,Delta,,ThatJasonEaton,,0,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a",,2015-02-22 14:44:52 -0800,,
569628752231018496,negative,1.0,Late Flight,1.0,Delta,,BillChurchMedia,,0,@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,,2015-02-22 14:44:12 -0800,"Sarasota, FL",Pacific Time (US & Canada)
569628503550906368,neutral,1.0,,,Delta,,thatjonparsons,,0,@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,,2015-02-22 14:43:13 -0800,massachusetts yall~~~~~~~簡単に行く,Atlantic Time (Canada)
569628172842479616,negative,0.7025,Can't Tell,0.3702,Delta,,Crimson_Zombie,,0,"@JetBlue sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",,2015-02-22 14:41:54 -0800,Chicago,
569628159085301760,negative,1.0,Flight Attendant Complaints,0.3578,Delta,,ThatJasonEaton,,0,@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,,2015-02-22 14:41:50 -0800,,
569628053648904195,neutral,0.633,,0.0,Delta,,rambinasaurus,,0,@JetBlue I have a disabled seat in row 6 do I get to board earlier?,,2015-02-22 14:41:25 -0800,,Atlantic Time (Canada)
569627907871502338,negative,1.0,Lost Luggage,0.6659,Delta,,ericnax,,0,"@JetBlue, thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot",,2015-02-22 14:40:51 -0800,,Eastern Time (US & Canada)
569627675557384192,neutral,0.672,,0.0,Delta,,Tom_Constantin,,0,@JetBlue flight 2008,,2015-02-22 14:39:55 -0800,3Ø4 ,Quito
569627624617611264,neutral,0.6591,,0.0,Delta,,Tom_Constantin,,0,@JetBlue Pittsburgh,,2015-02-22 14:39:43 -0800,3Ø4 ,Quito
569627374674964480,negative,1.0,Bad Flight,0.7033,Delta,,ThatJasonEaton,,0,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,,2015-02-22 14:38:43 -0800,,
569627273407569920,negative,1.0,Customer Service Issue,0.6804,Delta,,gpsomo,,0,@JetBlue so the prefference option is not something that you honor? So why having it as one of the services if not applied?,,2015-02-22 14:38:19 -0800,New York,
569626884549578752,negative,1.0,Flight Booking Problems,0.6838,Delta,,ThatJasonEaton,,0,"@JetBlue if you want to be helpful, find us a seat. Don't quote terms and conditions. #jetbluefail",,2015-02-22 14:36:47 -0800,,
569626613664653312,negative,0.6838,Bad Flight,0.6838,Delta,,ThatJasonEaton,,0,@JetBlue do you REALLY think it's okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure?? http://t.co/x6SYW3MDVu,,2015-02-22 14:35:42 -0800,,
569625782181617664,negative,1.0,Bad Flight,0.3586,Delta,,ThatJasonEaton,,0,"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",,2015-02-22 14:32:24 -0800,,
569625606536732672,neutral,0.6629999999999999,,,Delta,,rambinasaurus,,0,@JetBlue flight 1025 JFK to TPA 8:05am on Saturday! One way ticket!,,2015-02-22 14:31:42 -0800,,Atlantic Time (Canada)
569624621047111680,negative,1.0,Late Flight,1.0,Delta,,BillChurchMedia,,0,@JetBlue What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.,,2015-02-22 14:27:47 -0800,"Sarasota, FL",Pacific Time (US & Canada)
569624091646431232,negative,1.0,Customer Service Issue,1.0,Delta,,ThatJasonEaton,,0,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",,2015-02-22 14:25:41 -0800,,
569623948767268864,negative,0.6563,Can't Tell,0.6563,Delta,,TheEliad,,0,@JetBlue once you go blue you don't go back,,2015-02-22 14:25:07 -0800,"42.3806° N, 71.2350° W",Eastern Time (US & Canada)
569623368711991296,negative,0.6766,Late Flight,0.6766,Delta,,Tom_Constantin,,0,@JetBlue why are there so many delays to north east cities?,,2015-02-22 14:22:48 -0800,3Ø4 ,Quito
569623248205430785,negative,1.0,Flight Attendant Complaints,1.0,Delta,,ThatJasonEaton,,0,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,,2015-02-22 14:22:20 -0800,,
569622819283337218,negative,1.0,Flight Attendant Complaints,0.3505,Delta,,ThatJasonEaton,,0,@JetBlue I shouldn't be made to feel like a criminal because I want to sit near my 5 year old on a flight. #jetblue http://t.co/qgtCao1J2U,,2015-02-22 14:20:37 -0800,,
569622618195652608,negative,0.688,Can't Tell,0.688,Delta,,Crimson_Zombie,,0,"@JetBlue Usually I have such a great experience with you guys? Very, very unhappy with you right now.",,2015-02-22 14:19:49 -0800,Chicago,
569622447869304832,negative,1.0,Flight Attendant Complaints,1.0,Delta,,ThatJasonEaton,,0,@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8,,2015-02-22 14:19:09 -0800,,
569622389920641024,negative,1.0,Late Flight,0.7077,Delta,,Crimson_Zombie,,0,"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",,2015-02-22 14:18:55 -0800,Chicago,
569621991852019713,positive,1.0,,,Delta,,jabeblanchard,,0,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",,2015-02-22 14:17:20 -0800,Right Coast,Eastern Time (US & Canada)
569621840844464128,negative,0.6771,Flight Attendant Complaints,0.3452,Delta,,ThatJasonEaton,,0,@JetBlue never had an airline refuse to help sit parents with tiny kids. But this guy is willing to do it. #JetBlue http://t.co/MzZfGqfHu2,,2015-02-22 14:16:44 -0800,,
569621744295682048,negative,1.0,Late Flight,1.0,Delta,,gpsomo,,0,"@JetBlue from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",,2015-02-22 14:16:21 -0800,New York,
569621351650209792,negative,0.6898,Flight Attendant Complaints,0.3545,Delta,,ThatJasonEaton,,0,@JetBlue it seems almost inconceivable that sitting a 5 year old alone is considered okay. But this guy thinks so. http://t.co/q9n6NZYSpK,,2015-02-22 14:14:47 -0800,,
569621047353450496,negative,1.0,Late Flight,1.0,Delta,,JunkyardFiegs,,0,@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,"[42.40805407, -88.62699707]",2015-02-22 14:13:35 -0800,,Central Time (US & Canada)
569620910019182592,negative,1.0,Late Flight,1.0,Delta,,volition,,0,"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",,2015-02-22 14:13:02 -0800,"breukelen, ny",Eastern Time (US & Canada)
569620873394696192,negative,1.0,Flight Attendant Complaints,0.6846,Delta,,ThatJasonEaton,,0,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4,,2015-02-22 14:12:53 -0800,,
569620598307074048,negative,1.0,Flight Attendant Complaints,1.0,Delta,,ThatJasonEaton,,0,@JetBlue being told by this guy that he will not help us sit next to our 5 and 8 year old on the flight. #jetblue http://t.co/49FLbgzZkd,,2015-02-22 14:11:48 -0800,,
569620168671756288,neutral,0.6376,,0.0,Delta,,Ben_Harriton,,0,@JetBlue of my tray table is broken what do i do?,,2015-02-22 14:10:05 -0800,,
569619984802054144,neutral,0.3568,,0.0,Delta,,jabeblanchard,,0,"@JetBlue Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!",,2015-02-22 14:09:22 -0800,Right Coast,Eastern Time (US & Canada)
569618489788346368,negative,1.0,Late Flight,0.6204,Delta,,WoodyLashen,,0,@JetBlue thanks for NOT! Sending me an update that our flight was delayed 3 hours. Unbelievable!,,2015-02-22 14:03:25 -0800,,Central Time (US & Canada)
569618309357940737,neutral,0.6427,,,Delta,,ChrisDonahoe,,0,@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),,2015-02-22 14:02:42 -0800,"Washington, D.C.",Quito
569618014141751298,negative,1.0,Late Flight,1.0,Delta,,BuffaloBI11,,0,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?,,2015-02-22 14:01:32 -0800,New York / Bahamas,
569617906390052865,negative,0.6675,Lost Luggage,0.6675,Delta,,AlisonReynolds,,0,"@JetBlue no, I haven't done that yet. Is that something I can do online? Thx!",,2015-02-22 14:01:06 -0800,"Boston, MA ",Eastern Time (US & Canada)
569617776509378560,neutral,1.0,,,Delta,,TINKERBELLEadog,,1,@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,,2015-02-22 14:00:35 -0800,"New York, NY",Eastern Time (US & Canada)
569617259548708864,negative,1.0,Bad Flight,1.0,Delta,,AdamJBerry,,0,"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA✈️BOS",,2015-02-22 13:58:32 -0800,Provincetown Ma,Eastern Time (US & Canada)
569616883734974464,negative,1.0,Late Flight,0.6633,Delta,,kfunk18,,0,@JetBlue Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to,,2015-02-22 13:57:02 -0800,,Eastern Time (US & Canada)
569616576481267712,neutral,1.0,,,Delta,,BernardLeCroix,,0,@JetBlue What confirmation number?,,2015-02-22 13:55:49 -0800,"Providence, RI",Eastern Time (US & Canada)
569615753885970432,negative,1.0,Customer Service Issue,1.0,Delta,,BernardLeCroix,,0,@JetBlue You also promised to change my wife's name on the account and it is also not done.  WTF?,,2015-02-22 13:52:33 -0800,"Providence, RI",Eastern Time (US & Canada)
569615636869062659,negative,1.0,Customer Service Issue,0.6495,Delta,,BernardLeCroix,,0,@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2,,2015-02-22 13:52:05 -0800,"Providence, RI",Eastern Time (US & Canada)
569614500044918784,positive,0.6472,,,Delta,,ChrisDonahoe,,0,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",,2015-02-22 13:47:34 -0800,"Washington, D.C.",Quito
569612120758878208,neutral,0.6889,,0.0,Delta,,spark911uk,,0,@JetBlue follow for DM please,"[0.0, 0.0]",2015-02-22 13:38:07 -0800,New York City,Eastern Time (US & Canada)
569609436714680320,positive,0.6778,,,Delta,,Ketzirah,,0,@JetBlue oh. And thank you for responding,,2015-02-22 13:27:27 -0800,"Washington, DC",Eastern Time (US & Canada)
569607909501472769,negative,0.6932,Late Flight,0.6932,Delta,,Ketzirah,,0,@JetBlue where is it coming from? I thought Tampa?,,2015-02-22 13:21:23 -0800,"Washington, DC",Eastern Time (US & Canada)
569607852236640256,negative,1.0,Can't Tell,0.6706,Delta,,jessbutl,,1,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,,2015-02-22 13:21:09 -0800,"Brooklyn, NY",
569606966772940801,negative,1.0,Late Flight,0.6684,Delta,,Ketzirah,,0,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,,2015-02-22 13:17:38 -0800,"Washington, DC",Eastern Time (US & Canada)
569605593159352322,positive,1.0,,,Delta,,BASRMNN,,0,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,,2015-02-22 13:12:10 -0800,,
569604507405037569,negative,0.6427,Flight Booking Problems,0.3274,Delta,,HarmeetSM,,0,"@JetBlue flight from BOS - RSW tomorrow, all i need is my wife + 3yr old to sit together, but no option when checking in.",,2015-02-22 13:07:51 -0800,,
